track_id,track_name,artist_names,popularity,duration_ms,explicit,album,release_date,uri,genre
5OWF7n0zX8kyTJvv1jTvZX,Puto,Molotov,49,127373,True,Donde Jugaran Las Niñas,1997-01-01,spotify:track:5OWF7n0zX8kyTJvv1jTvZX,"latin alternative, latin hip hop, latin rock, mexican hip hop, mexican rock, rock en espanol"
0cOXDRG1giESc1QVrHpbGE,Amateur (Rock Me Amadeus),Molotov,57,259600,True,Con Todo Respeto,2004-01-01,spotify:track:0cOXDRG1giESc1QVrHpbGE,"latin alternative, latin hip hop, latin rock, mexican hip hop, mexican rock, rock en espanol"
1v3rQg6uPY6AnOY5TtxN7I,La Carencia,Panteon Rococo,64,213720,False,Compañeros Musicales,2002-04-30,spotify:track:1v3rQg6uPY6AnOY5TtxN7I,"latin alternative, latin rock, mexican rock, rock en espanol, ska mexicano"
59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine,81,313573,True,Rage Against The Machine - XX (20th Anniversary Special Edition),1992,spotify:track:59WN2psjkt1tyaxjspN8fp,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock"
40L8L7344pPMCjlZc19RQU,Down Rodeo,Rage Against The Machine,57,320626,True,Evil Empire,1996-04-16,spotify:track:40L8L7344pPMCjlZc19RQU,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock"
25CbtOzU8Pn17SAaXFjIR3,Take The Power Back,Rage Against The Machine,58,336440,True,Rage Against The Machine - XX (20th Anniversary Special Edition),1992,spotify:track:25CbtOzU8Pn17SAaXFjIR3,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock"
48lQegoLqGAzaRLnMwK0mO,Freedom,Rage Against The Machine,55,366333,False,Rage Against The Machine - XX (20th Anniversary Special Edition),1992,spotify:track:48lQegoLqGAzaRLnMwK0mO,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock"
6o90x8ufulA9DL4qJrj5l0,Ego,Molotov,29,191555,False,Sólo D’Lira,2023-04-25,spotify:track:6o90x8ufulA9DL4qJrj5l0,"latin alternative, latin hip hop, latin rock, mexican hip hop, mexican rock, rock en espanol"
4WMlnX8iQpzksHfUGYe4Rw,No Olvidamos,Molotov,39,274991,True,Sólo D’Lira,2023-04-25,spotify:track:4WMlnX8iQpzksHfUGYe4Rw,"latin alternative, latin hip hop, latin rock, mexican hip hop, mexican rock, rock en espanol"
7JBu79T29wsIkNGk2ubWxr,DRANK TALK,Lil Skies,50,181621,True,Out Ur Body Music,2024-03-29,spotify:track:7JBu79T29wsIkNGk2ubWxr,melodic rap
2zthTpUG0c2VBckCowNbRk,Runnin Out Of Time,Lil Skies,44,179200,True,Out Ur Body Music,2024-03-29,spotify:track:2zthTpUG0c2VBckCowNbRk,melodic rap
06Uf07WcGNg1MFdgvYazdX,Blood Wolf,Dance Gavin Dance,39,231500,False,Blood Wolf,2019-10-11,spotify:track:06Uf07WcGNg1MFdgvYazdX,"pixie, sacramento indie, screamo, swancore"
5P6NlUiOSbzXOYv8TViw2Z,Parallels,Dance Gavin Dance,36,216666,True,Afterburner,2020-04-24,spotify:track:5P6NlUiOSbzXOYv8TViw2Z,"pixie, sacramento indie, screamo, swancore"
1g2drogX8k5k4aMJWdmiiz,Here Comes The Winner,Dance Gavin Dance,42,286800,False,Mothership,2016-10-07,spotify:track:1g2drogX8k5k4aMJWdmiiz,"pixie, sacramento indie, screamo, swancore"
0jij5hQGegNdleEAoXKHmx,Man Of The Year,Dance Gavin Dance,47,334400,False,Mothership,2016-10-07,spotify:track:0jij5hQGegNdleEAoXKHmx,"pixie, sacramento indie, screamo, swancore"
0NYcygOHx7sERmo3dCl9jp,"The Robot With Human Hair, Pt. 1",Dance Gavin Dance,0,254293,False,Whatever I Say Is Royal Ocean,2006-11-14,spotify:track:0NYcygOHx7sERmo3dCl9jp,"pixie, sacramento indie, screamo, swancore"
5nrakbFldfDSi2U8W61rsU,"The Robot With Human Hair, Pt. 2",Dance Gavin Dance,0,345746,False,Whatever I Say Is Royal Ocean,2006-11-14,spotify:track:5nrakbFldfDSi2U8W61rsU,"pixie, sacramento indie, screamo, swancore"
3nH0jsUv0Lb6blcGk7yiUj,The Robot vs. Heroin Battle Of Vietnam,Dance Gavin Dance,0,184733,False,Whatever I Say Is Royal Ocean,2006-11-14,spotify:track:3nH0jsUv0Lb6blcGk7yiUj,"pixie, sacramento indie, screamo, swancore"
3fnXNdOZGcVenIdsQLwy0O,The Robot with Human Hair Pt.2 1/2,Dance Gavin Dance,0,276146,False,Downtown Battle Mountain II,2011-03-08,spotify:track:3fnXNdOZGcVenIdsQLwy0O,"pixie, sacramento indie, screamo, swancore"
6ECoBA8Bd7wTJ8ETLkjTYv,"The Robot With Human Hair, Pt. 3",Dance Gavin Dance,0,225813,True,Dance Gavin Dance,2008-08-19,spotify:track:6ECoBA8Bd7wTJ8ETLkjTYv,"pixie, sacramento indie, screamo, swancore"
6ft0ztGYz5XOKgM8keMgNH,The Robot with Human Hair pt. 4,Dance Gavin Dance,0,213240,False,Acceptance Speech,2013-10-07,spotify:track:6ft0ztGYz5XOKgM8keMgNH,"pixie, sacramento indie, screamo, swancore"
7imo0mUA9kHyAvVcf0DYfN,Death of the Robot with Human Hair,Dance Gavin Dance,0,307066,False,Acceptance Speech,2013-10-07,spotify:track:7imo0mUA9kHyAvVcf0DYfN,"pixie, sacramento indie, screamo, swancore"
7rtcBPsHDLeYW9cHDrO0NB,Lotus 72 D - Fast Version,Zé Roberto,55,180490,False,Lotus 72 D,1973,spotify:track:7rtcBPsHDLeYW9cHDrO0NB,brazilian boogie
4K1DB7EedHPuVnhVrnvf2U,How I Could Just Kill a Man,Rage Against The Machine,60,244693,True,Renegades,2000-12-05,spotify:track:4K1DB7EedHPuVnhVrnvf2U,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock"
3ddFdBlBbu15hcJmEK0tLd,Watching Me (with Rae Sremmurd & Kodak Black),"Mike WiLL Made-It, Rae Sremmurd, Kodak Black",39,257251,True,Creed II: The Album,2018-11-16,spotify:track:3ddFdBlBbu15hcJmEK0tLd,"atl hip hop, rap, southern hip hop, trap"
2sKaXDqym2z3xae2UvVHJi,Two Secret Weapons,Dance Gavin Dance,0,210291,True,Jackpot Juicer,2022-07-29,spotify:track:2sKaXDqym2z3xae2UvVHJi,"pixie, sacramento indie, screamo, swancore"
4sM5Jb2eWDbizewXoVc1l0,Die Another Day,Dance Gavin Dance,0,221282,True,Die Another Day,2022-07-07,spotify:track:4sM5Jb2eWDbizewXoVc1l0,"pixie, sacramento indie, screamo, swancore"
3ZH8mv5AfnCUY7pxbO52uu,Son of Robot,Dance Gavin Dance,1,238984,False,Artificial Selection,2018-06-08,spotify:track:3ZH8mv5AfnCUY7pxbO52uu,"pixie, sacramento indie, screamo, swancore"
7kGJbdeGOPP9V5jtvE9AUc,Legend,Dance Gavin Dance,0,204560,False,Instant Gratification,2015-04-10,spotify:track:7kGJbdeGOPP9V5jtvE9AUc,"pixie, sacramento indie, screamo, swancore"
4XwmdaPVSHsvxsuKS7HBdl,World Rage,Lil Skies,46,135418,True,World Rage,2018-06-22,spotify:track:4XwmdaPVSHsvxsuKS7HBdl,melodic rap
2J7IDapWgrILBNqwnv0Vr0,Boss Up,Lil Skies,44,156456,True,Life of a Dark Rose,2017-12-12,spotify:track:2J7IDapWgrILBNqwnv0Vr0,melodic rap
7FRfYOql61DGDp9VPPe2qA,Down In A Hole (2022 Remaster),Alice In Chains,66,338226,False,Dirt (2022 Remaster),1992-09-29,spotify:track:7FRfYOql61DGDp9VPPe2qA,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock"
5hd0Wm1LuAvo3msLCvqvA6,Down,311,37,170973,False,Greatest Hits '93 - '03,2004-06-08,spotify:track:5hd0Wm1LuAvo3msLCvqvA6,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, rap rock, reggae fusion"
5Ty1B6gHqh0joQx6ChbxiH,Snakecharmer,Rage Against The Machine,46,235400,True,Evil Empire,1996-04-16,spotify:track:5Ty1B6gHqh0joQx6ChbxiH,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock"
7hoQEkOJojMIm93o0upvxx,FTW (F**k The World) [with A$AP Rocky & Tom Morello],"A$AP Rocky, Tom Morello",26,143413,True,FTW (F**k The World) [with A$AP Rocky & Tom Morello] [From Bright: The Album],2017-12-15,spotify:track:7hoQEkOJojMIm93o0upvxx,"east coast hip hop, hip hop, rap, trap"
2SHuJzIrFTWNkHjOTPwyxX,With The Fish (with $not & 6 Dogs),"Lyrical Lemonade, $NOT, 6 Dogs",51,131351,True,All Is Yellow,2024-01-26,spotify:track:2SHuJzIrFTWNkHjOTPwyxX,No Genre
4UvkQecqZuZfQIJ2DZrZcR,Doomsday (with Juice WRLD & Cordae),"Lyrical Lemonade, Juice WRLD, Cordae",65,150967,True,All Is Yellow,2024-01-26,spotify:track:4UvkQecqZuZfQIJ2DZrZcR,No Genre
4QbCUutUlQDSBS4mtVOuZI,Doomsday Pt. 2 (with Eminem),"Lyrical Lemonade, Eminem",71,110520,True,All Is Yellow,2024-01-26,spotify:track:4QbCUutUlQDSBS4mtVOuZI,No Genre
5CT3zRd2FKM7F81KEacXIP,"This My Life (with Lil Tecca, The Kid LAROI & Lil Skies)","Lyrical Lemonade, Lil Tecca, The Kid LAROI, Lil Skies",65,169014,True,All Is Yellow,2024-01-26,spotify:track:5CT3zRd2FKM7F81KEacXIP,No Genre
3cjF2OFRmip8spwZYQRKxP,Feel No Ways,Drake,75,240653,True,Views,2016-05-06,spotify:track:3cjF2OFRmip8spwZYQRKxP,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
3O8NlPh2LByMU9lSRSHedm,Controlla,Drake,73,245226,True,Views,2016-05-06,spotify:track:3O8NlPh2LByMU9lSRSHedm,"canadian hip hop, canadian pop, hip hop, pop rap, rap"
5Ru9OjtEw5htfnVKpYsIcv,UMI Says,Mos Def,54,305280,True,Black On Both Sides,1999-10-12,spotify:track:5Ru9OjtEw5htfnVKpYsIcv,"conscious hip hop, east coast hip hop, hip hop"
3ZrobdWN5kvgpPlwpzCvTt,Equilibrium (with BabyTron & G Herbo),"Lyrical Lemonade, BabyTron, G Herbo",56,183529,True,All Is Yellow,2024-01-26,spotify:track:3ZrobdWN5kvgpPlwpzCvTt,No Genre
12UgxYOGvFcuFlIf95vEGr,Stop Giving Me Advice (with Jack Harlow & Dave),"Lyrical Lemonade, Jack Harlow, Dave",61,242453,True,All Is Yellow,2024-01-26,spotify:track:12UgxYOGvFcuFlIf95vEGr,No Genre
4FdlNCxdyXOXKIZNKcIqAs,"Fly Away (with Sheck Wes, Ski Mask The Slump God & JID)","Lyrical Lemonade, Sheck Wes, Ski Mask The Slump God, JID",62,185538,True,All Is Yellow,2024-01-26,spotify:track:4FdlNCxdyXOXKIZNKcIqAs,No Genre
5tnGoXhKnh5WpMX4BfMCiR,Kill4u,Lil Skies,46,180539,True,Life of a Dark Rose,2017-12-12,spotify:track:5tnGoXhKnh5WpMX4BfMCiR,melodic rap
0k7Qyc2J6cUryNNhf0pPEL,Ok 4 Now,Lil Skies,50,164623,True,Shelby,2019-03-01,spotify:track:0k7Qyc2J6cUryNNhf0pPEL,melodic rap
2BTH9RKzclcO36gS09cLjy,No Rainy Days,Lil Skies,42,175882,True,Shelby,2019-03-01,spotify:track:2BTH9RKzclcO36gS09cLjy,melodic rap
11p2ty4w5GpoFL4vcK0Cru,Name in the Sand,Lil Skies,55,168751,True,Shelby,2019-03-01,spotify:track:11p2ty4w5GpoFL4vcK0Cru,melodic rap
2e5NwZpBmHonwwMUYNN88t,Fear - Single Version,Logic,57,213034,True,44ever,2024-04-19,spotify:track:2e5NwZpBmHonwwMUYNN88t,"conscious hip hop, hip hop, pop rap, rap"
40DarBiyfVPEC6OQid9jv6,44ever,Logic,70,115819,True,44ever,2024-04-19,spotify:track:40DarBiyfVPEC6OQid9jv6,"conscious hip hop, hip hop, pop rap, rap"
3e7Y6sfFlIdBMJhX7wpqVO,44 More,Logic,62,188600,True,Bobby Tarantino II,2018-03-09,spotify:track:3e7Y6sfFlIdBMJhX7wpqVO,"conscious hip hop, hip hop, pop rap, rap"
5KVciTEfXvpcFHR3RFbtJy,Wassup,"Logic, Big Sean",46,219480,True,Bobby Tarantino II,2018-03-09,spotify:track:5KVciTEfXvpcFHR3RFbtJy,"conscious hip hop, hip hop, pop rap, rap"
58cvckETahSOG74RP5WE99,State Of Emergency,"Logic, 2 Chainz",44,154373,True,Bobby Tarantino II,2018-03-09,spotify:track:58cvckETahSOG74RP5WE99,"conscious hip hop, hip hop, pop rap, rap"
7u90MSvVyEjL0c8icaE7jl,Contra,Logic,48,217146,True,Bobby Tarantino II,2018-03-09,spotify:track:7u90MSvVyEjL0c8icaE7jl,"conscious hip hop, hip hop, pop rap, rap"
2wRHD4n81GyhlVMxYJ0nks,See You Space Cowboy...,Logic,43,240228,True,Bobby Tarantino III,2021-07-30,spotify:track:2wRHD4n81GyhlVMxYJ0nks,"conscious hip hop, hip hop, pop rap, rap"
4dVJyyeCPEONr44NIrXvie,The Jam,Logic,43,238400,True,Bobby Tarantino,2016-07-01,spotify:track:4dVJyyeCPEONr44NIrXvie,"conscious hip hop, hip hop, pop rap, rap"
3PYx9Wte3jwb48V0wArMOy,Keanu Reeves,Logic,60,225920,True,Confessions of a Dangerous Mind,2019-05-10,spotify:track:3PYx9Wte3jwb48V0wArMOy,"conscious hip hop, hip hop, pop rap, rap"
3hFv8qZFF5m0u0fYA5ben4,Cruisin’ Through the Universe (feat. RZA),"Logic, RZA",37,189988,True,College Park,2023-02-24,spotify:track:3hFv8qZFF5m0u0fYA5ben4,"conscious hip hop, hip hop, pop rap, rap"
0RitOSkVYKplZ53BgJd1rY,Slump,"NxxxxxS, Freddie Dredd",52,97188,False,Short Term Agreement,2023-05-05,spotify:track:0RitOSkVYKplZ53BgJd1rY,"phonk, trap beats, vaporwave"
5vAm3QwttS8NHWBrM3N6zC,Wake Up (feat. Lucy Rose),"Logic, Lucy Rose",39,178181,True,College Park,2023-02-24,spotify:track:5vAm3QwttS8NHWBrM3N6zC,"conscious hip hop, hip hop, pop rap, rap"
7cGFbx7MP0H23iHZTZpqMM,Everybody,Logic,62,162346,True,Everybody,2017-05-05,spotify:track:7cGFbx7MP0H23iHZTZpqMM,"conscious hip hop, hip hop, pop rap, rap"
3PNuq4zUgDMTqdBuGeg50m,METALI!! - feat. Tom Morello,"BABYMETAL, Tom Morello",59,208600,False,METALI!! (feat. Tom Morello),2023-08-17,spotify:track:3PNuq4zUgDMTqdBuGeg50m,"idol rock, j-metal, kawaii metal"
1auxYwYrFRqZP7t3s7w4um,Ni**as In Paris,"JAY-Z, Kanye West",83,219333,True,Watch The Throne,2011-08-08,spotify:track:1auxYwYrFRqZP7t3s7w4um,"east coast hip hop, gangster rap, hip hop, pop rap, rap"
