track_id,track_name,artist_names,album_name,duration_ms,popularity,explicit
0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,Rage Against The Machine,Evil Empire,229466,76,True
3ONxFMHXamgGmYLPHcwECM,Ser Parte,Siddhartha,Únicos,257293,65,False
6LzjgzpVl0hB3YrBU1b8Z1,The Boss,"James Brown, The J.B.'s",Black Caesar,194866,62,False
175F5GzHWDULSODPvfgsQQ,Acaríñame,"Los Ángeles Azules, Julieta Venegas, Juan Ingaramo",De Buenos Aires Para El Mundo,203066,47,False
2LXPNLSMAauNJfnC58lSqY,Born of a Broken Man,Rage Against The Machine,The Battle Of Los Angeles,280960,53,False
3YKptz29AsOlm7WAVnztBh,Kiss from a Rose,Seal,Seal,288426,74,False
69oLqnnqggg6v7JMw9VIbf,Year of tha Boomerang,Rage Against The Machine,Evil Empire,239640,45,True
2zLpAVqDJ2YfxIFNGMS8y0,Cuando,Ruzzi,Nave Especial,206475,52,False
6PvHZ5vVjUhngh0t3pIsPc,Chocolate (feat. Young Thug and Gunna),"Quavo, Takeoff, Young Thug, Gunna",Only Built For Infinity Links,208372,55,True
6phFpARTp2T9rcNR3uRXoe,All Of The Little Things (feat. Ramirez),"Winston Surfshirt, Ramirez",All Of The Little Things (feat. Ramirez),259298,0,False
0RW1LLHYTyii6ifl1HxpKU,Si No Encuentro Palabras,DRIMS,En Medio Del Jardín,283626,42,False
11p2ty4w5GpoFL4vcK0Cru,Name in the Sand,Lil Skies,Shelby,168751,55,True
